joss_id,title,language,predicted_categories,ground_truth,success,error,raw_response,latency_s
34,Osprey: Hyperparameter Optimization for Machine Learning,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.71
7312,PANINIpy: Package of Algorithms for Nonparametric Inference with Networks In Python,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
6495,"STReNGTHS, a Python package to model and simulate complex reaction-diffusion systems",Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.65
6469,Contextualized: Heterogeneous Modeling Toolbox,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.7
6058,Shapelets: A Python package implementing shapelet functions and their applications,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.65
3865,GGLasso - a Python package for General Graphical Lasso computation,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.73
3521,buildH: Build hydrogen atoms from united-atom molecular dynamics of lipids and calculate the order parameters,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.66
3313,diyepw: A Python package for Do-It-Yourself EnergyPlus weather file generation,Python,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.65
2940,fuelcell: A Python package and graphical user interface for electrochemical data analysis,Python,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.59
2180,Sensie: Probing the sensitivity of neural networks,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.69
1910,Dryft: A Python and MATLAB package to correct drifting ground reaction force signals during treadmill running,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
1272,NeuroDSP: A package for neural digital signal processing,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.66
900,GB code: A grain boundary generation code,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Modeling And Simulation']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.66
5561,neotoma2: An R package to access data from the Neotoma Paleoecology Database,R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Process', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.71
2927,bcdata: An R package for searching & retrieving data from the B.C. Data Catalogue,R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Process', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.71
1444,modelDown: automated website generator with interpretable documentation for predictive machine learning models,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Process', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.69
883,jstor: Import and Analyse Data from Scientific Texts,R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Process', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.7
5573,"brains-py, A framework to support research on energy-efficient unconventional hardware for machine learning",Python,"['Modeling And Simulation', 'Hardware', 'Software']","['Data Analytics', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Hardware"", ""Software""]}",0.66
4947,robnptests -- An R package for robust two-sample location and dispersion tests,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.66
4335,Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology,R,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.68
2071,osfr: An R Interface to the Open Science Framework,R,"['Software', 'Data Analytics', 'Integrative Analysis']","['Data Analytics', 'Process', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Integrative Analysis""]}",0.69
7343,"modisfast: An R package for fast and efficient access to MODIS, VIIRS and GPM Earth Observation data",R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.69
6500,quadkeyr: Tools for converting QuadKey-identified datasets (Microsoft's Bing Maps Tile System) into raster images and analyzing Meta (Facebook) Mobility Data,R,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.62
5505,occupationMeasurement: A Comprehensive Toolbox for Interactive Occupation Coding in Surveys,R,"['Software', 'Data Analytics', 'Ui']","['Data Analytics', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Ui""]}",0.59
3900,cffr: Generate Citation File Format Metadata for R Packages,R,"['Software', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Software Analytics""]}",0.63
1035,"nasapower: A NASA POWER Global Meteorology, Surface Solar Energy and Climatology Data Client for R",R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.68
550,The drake R package: a pipeline toolkit for reproducibility and high-performance computing,R,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.74
332,The country converter coco - a Python package for converting country names between different classification schemes,Python,"['Software', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Software Analytics""]}",0.62
135,batchtools: Tools for R to work on batch systems,R,"['Software', 'Data Analytics', 'Process']","['Data Analytics', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Process""]}",0.59
7697,MEDUSA: An R tool to model equity and distributional impacts,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.66
7932,ParquetDB: A Lightweight Python Parquet-Based Database,Python,"['Data Analytics', 'Software', 'Software Analytics']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Software Analytics""]}",0.62
6943,DendroPy 5: a mature Python library for phylogenetic computing,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.71
6215,"dwctaxon, an R package for editing and validating taxonomic data in Darwin Core format",R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.68
5687,GGoutlieR: an R package to identify and visualize unusual geo-genetic patterns of biological samples,R,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.67
5613,FuzzyClass: A family of Fuzzy and Non-Fuzzy probabilistic-based classifiers,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.71
5453,tehtuner: An R package to fit and tune models for the conditional average treatment effect,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
3820,rfasst: An R tool to estimate air pollution impacts on health and agriculture,R,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.68
2409,Vizumap: an R package for visualising uncertainty in spatial data,R,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.59
2362,AutoFunc: A Python package for automating and verifying functional modeling,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.65
2800,Rdataretriever: R Interface to the Data Retriever,R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.69
2473,CPgeneProfiler: A lightweight R package to profile the Carbapenamase genes from genome assemblies,R,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.69
1768,bbsAssistant: An R package for downloading and handling data and information from the North American Breeding Bird Survey,R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.68
1665,molic: An R package for multivariate outlier detection in contingency tables,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.68
1661,virtualNicheR: generating virtual fundamental and realised niches for use in virtual ecology experiments,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
1593,ccostr: An R package for estimating mean costs with censored data,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
911,qsort R package: A New Tool for Scoring Q-sort Data,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.68
657,autoplotly: An R package for automatic generation of interactive visualizations for statistical results,R,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.59
338,RefManageR: Import and Manage BibTeX and BibLaTeX References in R,R,"['Software', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Process', 'Ris', 'Software']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Software Analytics""]}",0.63
653,Spiral: splitters for identifiers in source code files,Python,"['Software Analytics', 'Software', 'Process']","['Data Analytics', 'Process', 'Software', 'Ui']",True,,"{""categories"": [""Software Analytics"", ""Software"", ""Process""]}",0.59
4937,SSMSE: An R package for Management Strategy Evaluation with Stock Synthesis Operating Models,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Process', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.71
216,Fitting a Gamma-Gompertz survival model to capture-recapture data collected on free-ranging animal populations,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Process']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.7
6918,OpenRepGrid: An R Package for the Analysis of Repertory Grid Data,R,"['Data Analytics', 'Software Analytics', 'Integrative Analysis']","['Data Analytics', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software Analytics"", ""Integrative Analysis""]}",0.72
2651,medrxivr: Accessing and searching medRxiv and bioRxiv preprint data in R,R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.68
1926,OpenTripPlanner for R,R,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.68
6868,APackOfTheClones: Visualization of clonal expansion with circle packing,R,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.6
5844,verdata: An R package for analyzing data from the Truth Commission in Colombia,R,"['Data Analytics', 'Software', 'Software Analytics']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Software Analytics""]}",0.62
5334,PostcodesioR: An R package for UK geocoding,R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.68
4056,APCtools: Descriptive and Model-based Age-Period-Cohort Analysis,R,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.68
3358,experDesign: stratifying samples into batches with minimal bias,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.65
1566,kdensity: An R package for kernel density estimation with parametric starts and asymmetric kernels,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
765,Philentropy: Information Theory and Distance Quantification with R,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.65
648,comorbidity: An R package for computing comorbidity scores,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
314,USAboundaries: Historical and Contemporary Boundaries of the United States of America,R,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.59
8063,medRCT: Causal mediation analysis estimating interventional effects mapped to a target trial in R,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
7211,ollamar: An R package for running large language models,R,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.68
7024,densify: An R package to reduce empty cells in data frames of typological linguistic data,R,"['Data Analytics', 'Software', 'Software Analytics']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Software Analytics""]}",0.63
5987,greeks: Sensitivities of Prices of Financial Options and Implied Volatilities,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
5575,Bidsme: expandable BIDS-ifier of brain imagery datasets,Python,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.67
5750,"einprot: flexible, easy-to-use, reproducible workflows for statistical analysis of quantitative proteomics data",R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.77
4848,UBayFS: An R Package for User Guided Feature Selection,R,"['Software', 'Data Analytics', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Software"", ""Data Analytics"", ""Modeling And Simulation""]}",0.68
3888,mmrefpoints: Projecting long-term marine mammal abundance with bycatch,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.72
3659,argodata: An R interface to oceanographic data from the International Argo Program,R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.67
1342,corporaexplorer: An R package for dynamic exploration of text collections,R,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.6
8341,ChemInformant: A Robust and Workflow-Centric Python Client for High-Throughput PubChem Access,Python,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.7
7012,universalmotif: An R package for biological motif analysis,R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics', 'Integrative Analysis', 'Software']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics"", ""Integrative Analysis"", ""Software""]}",1.03
6305,AgriFoodPy: a package for modelling food systems,Python,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.68
6033,helios: An R package to process heating and cooling degrees for GCAM,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.69
5879,inAccessMod: An R package to automate data downloading and processing for AccessMod,R,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.71
4015,rmap: An R package to plot and compare tabular data on customizable maps across scenarios and time,R,"['Data Analytics', 'Software', 'Ui']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.61
2285,PupillometryR: An R package for preparing and analysing pupillometry data,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.68
790,phylogram: an R package for phylogenetic analysis with nested lists,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.66
176,remBoot: An R package for Random Encounter Modelling,R,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
51,rdefra: Interact with the UK AIR Pollution Database from DEFRA,nan,"['Data Analytics', 'Software', 'Integrative Analysis']","['Data Analytics', 'Ris', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Integrative Analysis""]}",0.67
4036,sweater: Speedy Word Embedding Association Test and Extras Using R,R,"['Data Analytics', 'Software', 'Modeling And Simulation']","['Data Analytics', 'Software', 'Software Analytics', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software"", ""Modeling And Simulation""]}",0.66
6696,The ARC-OPT Library for Whole-Body Control of Robotic Systems,C++,"['Modeling And Simulation', 'Software', 'Hardware']","['Data Analytics', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Hardware""]}",0.63
1041,"hillR: taxonomic, functional, and phylogenetic diversity and similarity through Hill Numbers",R,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.69
5220,TSInterpret: A Python Package for the Interpretability of Time Series Classification,Python,"['Data Analytics', 'Software Analytics', 'Modeling And Simulation']","['Data Analytics', 'Software', 'Ui']",True,,"{""categories"": [""Data Analytics"", ""Software Analytics"", ""Modeling And Simulation""]}",0.75
7484,ExaDEM: a HPC application based on exaNBody targeting scalable DEM simulations with complex particle shapes,C++,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Data Analytics', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.67
6224,SelfEEG: A Python library for Self-Supervised Learning in Electroencephalography,Python,"['Modeling And Simulation', 'Data Analytics', 'Software Analytics']","['Data Analytics', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software Analytics""]}",0.68
5026,"mlpack 4: a fast, header-only C++ machine learning library",C++,"['Software', 'Modeling And Simulation', 'Data Analytics']","['Data Analytics', 'Software']",True,,"{""categories"": [""Software"", ""Modeling And Simulation"", ""Data Analytics""]}",0.67
1285,"Detecting Fraud in Online Surveys by Tracing, Scoring, and Visualizing IP Addresses",R,"['Data Analytics', 'Software Analytics', 'Ui']","['Data Analytics', 'Software']",True,,"{""categories"": [""Data Analytics"", ""Software Analytics"", ""Ui""]}",0.61
4945,RingsPy: A Python package for Voronoi mesh generation of cellular solids with radial growth pattern,Python,"['Modeling And Simulation', 'Data Analytics', 'Software']",['Data Analytics'],True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.66
3440,Nominally: A Name Parser for Record Linkage,Python,"['Data Analytics', 'Software Analytics', 'Integrative Analysis']",['Data Analytics'],True,,"{""categories"": [""Data Analytics"", ""Software Analytics"", ""Integrative Analysis""]}",0.68
2367,"HOOMD-TF: GPU-Accelerated, Online Machine Learning in the HOOMD-blue Molecular Dynamics Engine",Python,"['Modeling And Simulation', 'Data Analytics', 'Software']",['Data Analytics'],True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.67
828,The hhi Package: Streamlined Calculation and Visualization of Herfindahl-Hirschman Index Scores,R,"['Data Analytics', 'Software', 'Ui']",['Data Analytics'],True,,"{""categories"": [""Data Analytics"", ""Software"", ""Ui""]}",0.57
2783,SLAM Toolbox: SLAM for the dynamic world,C++,"['Modeling And Simulation', 'Software', 'Hardware']","['Hardware', 'Modeling And Simulation', 'Process', 'Ris', 'Software', 'Ui']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Hardware""]}",0.72
7958,REMORA: Regional Modeling of Oceans Refined Adaptively (built on AMReX),C++,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Hardware', 'Modeling And Simulation', 'Ris', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.7
5202,ERF: Energy Research and Forecasting,C++,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Hardware', 'Modeling And Simulation', 'Ris', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.76
5450,PeleLMeX: an AMR Low Mach Number Reactive Flow Simulation Code without level sub-cycling,C++,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Hardware', 'Modeling And Simulation', 'Ris']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.68
6881,DTW-C++: Fast dynamic time warping and clustering of time series data,C++,"['Data Analytics', 'Modeling And Simulation', 'Software']","['Hardware', 'Modeling And Simulation', 'Software Analytics']",True,,"{""categories"": [""Data Analytics"", ""Modeling And Simulation"", ""Software""]}",0.68
280,AmgXWrapper: An interface between PETSc and the NVIDIA AmgX library,C++,"['Software', 'Modeling And Simulation', 'Hardware']","['Hardware', 'Modeling And Simulation', 'Software', 'Software Analytics']",True,,"{""categories"": [""Software"", ""Modeling And Simulation"", ""Hardware""]}",0.63
6948,small_gicp: Efficient and parallel algorithms for point cloud registration,C++,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Hardware', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.68
4843,MParT: Monotone Parameterization Toolkit,C++,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Hardware', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.68
1097,"OApackage: A Python package for generation and analysis of orthogonal arrays, optimal designs and conference designs",C++,"['Modeling And Simulation', 'Data Analytics', 'Software']","['Hardware', 'Modeling And Simulation', 'Software']",True,,"{""categories"": [""Modeling And Simulation"", ""Data Analytics"", ""Software""]}",0.65
8391,kokkos-fft: A shared-memory FFT for the Kokkos ecosystem,C++,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Hardware', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.71
7719,"MFEM/MGIS, a HPC mini-application targeting nonlinear thermo-mechanical simulations of nuclear fuels at mesoscale",C++,"['Modeling And Simulation', 'Software', 'Hardware']","['Hardware', 'Ris', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Hardware""]}",0.65
4693,oxDNA: coarse-grained simulations of nucleic acids made simple,C++,"['Modeling And Simulation', 'Software', 'Data Analytics']","['Hardware', 'Software', 'Software Analytics']",True,,"{""categories"": [""Modeling And Simulation"", ""Software"", ""Data Analytics""]}",0.68
